Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Unnamed V0","Group Site Boulder 5 > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122249949/unnamed-v0,2.0,-1,Boulder,V0,1,,34.09674,-116.16107
"Unnamed V0","Zarmog > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120636761/unnamed-v0,2.0,-1,Boulder,V0+,1,14,33.99782,-116.14701
"Kranium Left","Kranium Bloc > Inner Circle > The Underground > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121862721/kranium-left,2.0,-1,Boulder,V3,1,9,34.05958,-116.1025
"Hidden Problem","Hidden Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120827380/hidden-problem,2.0,-1,Boulder,V2-,1,9,34.01028,-116.16879
"Lost Horse Mantle","Lost Horse Mantle Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120462055/lost-horse-mantle,2.0,-1,Boulder,V4,1,12,34.0211,-116.179
"Psycho Roof","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949515/psycho-roof,2.0,-1,Boulder,V2,1,20,34.0325,-116.20338
"Sunrise Arete","Boulder 2 > Lonely Stones 2 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121830373/sunrise-arete,2.0,-1,Boulder,V-easy,1,8,34.08698,-116.24997
"Second crack.","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121952933/second-crack,2.0,-1,Boulder,V0-1,1,10,34.0325,-116.20338
Downclimb,"Obtuse Oyster > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122022906/downclimb,2.0,-1,Boulder,"V0 PG13",1,16,33.96004,-116.07666
"Unnamed V3","Thunder Egg Boulder > Boyscout Trailhead Bouldering > Wonderland of Rocks North Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120865138/unnamed-v3,2.0,-1,Boulder,V3-,1,9,34.04032,-116.1863
"Stoli crack.","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121952882/stoli-crack,2.0,-1,Boulder,V0+,1,20,34.0325,-116.20338
"Mantel madness.","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121952961/mantel-madness,2.0,-1,Boulder,V0-1,1,8,34.0325,-116.20338
"Almost a Mantel","Almost a Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121677287/almost-a-mantel,2.0,-1,Boulder,V2,1,10,33.98627,-116.15962
"Psycho Dyno","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949497/psycho-dyno,2.0,-1,Boulder,V5,1,20,34.0325,-116.20338
"Unnamed V2","Thunder Egg Boulder > Boyscout Trailhead Bouldering > Wonderland of Rocks North Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120865276/unnamed-v2,2.0,-1,Boulder,V2-,1,9,34.04032,-116.1863
"Keys Left Center","MP Corner > Boyscout Trailhead Bouldering > Wonderland of Rocks North Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120865520/keys-left-center,2.0,-1,Boulder,V1,1,10,34.04018,-116.1861
"Crack a No No","Crack a No No Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112221928/crack-a-no-no,2.0,-1,Boulder,V1,1,15,34.02719,-116.14308
V50,"Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949637/v50,2.0,-1,Boulder,V4,1,12,34.0325,-116.20338
"Unnamed .8","Group Site Boulder 5 > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122249925/unnamed-8,2.0,-1,Boulder,V-easy,1,,34.09674,-116.16107
"Unnamed V0","Group Site Boulder 5 > Group Campsites Road > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122249962/unnamed-v0,2.0,-1,Boulder,V0,1,,34.09674,-116.16107
"Third crack.","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121952978/third-crack,2.0,-1,Boulder,V1,1,8,34.0325,-116.20338
"Snake Charmer","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949617/snake-charmer,2.0,-1,Boulder,V0,1,20,34.0325,-116.20338
"Arrowhead Undercling Yabo","The Arrowhead > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112837372/arrowhead-undercling-yabo,2.0,-1,Boulder,V6,1,,33.98355,-116.15137
"Slab B","Terrace Boulders > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121952284/slab-b,2.0,-1,Boulder,V0,1,12,34.01897,-116.16423
"The Man Who Smiled","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949941/the-man-who-smiled,2.0,-1,Boulder,V0,1,10,34.0325,-116.20338
"Don't call me Bill","Master Cylinder > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111809008/dont-call-me-bill,2.0,-1,Boulder,V9,1,18,34.02594,-116.15522
"Scumbler Right","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949572/scumbler-right,2.0,-1,Boulder,V2,1,8,34.0325,-116.20338
"Funny Feet","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949954/funny-feet,2.0,-1,Boulder,V2,1,8,34.0325,-116.20338
"Pinky Right","MP Corner > Boyscout Trailhead Bouldering > Wonderland of Rocks North Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120865484/pinky-right,2.0,-1,Boulder,V1,1,10,34.04018,-116.1861
"Good Day for a Snake","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113952737/good-day-for-a-snake,2.0,-1,Boulder,V3,1,,34.0325,-116.20338
"Shotgun Wedding","Bullet Proof Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114009376/shotgun-wedding,2.0,-1,Boulder,V4,1,12,34.03368,-116.18437
Ricochet,"Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949588/ricochet,2.0,-1,Boulder,V3,1,10,34.0325,-116.20338
"Sex Magician Sit Start","Alisters Cave > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106149988/sex-magician-sit-start,2.0,-1,Boulder,V8,1,,34.0317,-116.1499
"Poorman's Sidewinder","Dike Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112453931/poormans-sidewinder,2.0,-1,Boulder,V2,1,15,34.01917,-116.16588
"Sand Castle","The Rabbit Warren > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111388074/sand-castle,2.0,-1,Boulder,"V3 R",1,21,33.9863,-116.1602
"Savage Right","Painted Savage Boulder > Painted Savage Boulders > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/123064300/savage-right,2.0,-1,Boulder,V2,1,14,33.98326,-116.15094
"Sportin' Wood","The Wood Block > Love Nest Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106641442/sportin-wood,1.8,-1,Boulder,V-easy,1,13,33.9966,-116.15785
"Garden of Earthly Delights","The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110049113/garden-of-earthly-delights,2.0,-1,Boulder,V4,1,15,34.08392,-116.23255
"Geological Justice","The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110049106/geological-justice,2.0,-1,Boulder,V3,1,15,34.08392,-116.23255
"Facet Cut","Facet Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106157163/facet-cut,2.0,-1,Boulder,V4,1,15,33.98414,-116.1525
Fade,"Fade > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111338813/fade,1.5,-1,Boulder,V3,1,11,34.02846,-116.12202
"Calloused and Committed","Callous Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108036909/calloused-and-committed,2.0,-1,Boulder,V2,1,10,34.09428,-116.15031
"Ariel's Coprolite","Coprolites > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122616511/ariels-coprolite,2.0,-1,Boulder,V0,1,9,34.02049,-116.16541
"Mulligan Line","The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110049137/mulligan-line,2.0,-1,Boulder,V4,1,16,34.08392,-116.23255
"Vassal Lean","Feudal Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648557/vassal-lean,2.0,-1,Boulder,V4,1,12,34.09292,-116.15334
"Hidden Crack","Hidden Crack Alcove > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108039089/hidden-crack,2.0,-1,Boulder,V3,1,15,33.95117,-116.07671
"Problem A","Giant's Table Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110049055/problem-a,2.0,-1,Boulder,V1,1,10,34.07578,-116.24183
"Whole Lotta Nothing","Picnic Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106638428/whole-lotta-nothing,2.0,-1,Boulder,V2,1,15,34.0919,-116.15211
"Certain Slab","Scum Bag Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087650/certain-slab,2.0,-1,Boulder,V0,1,15,33.9667,-116.08733
"Parking Lot Crank","Parking Lot Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725533/parking-lot-crank,1.8,-1,Boulder,V4,1,10,33.98964,-116.16395
"The River Nile","The Rosetta Stone > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722899/the-river-nile,2.0,-1,Boulder,"V9 R",1,20,34.02582,-116.04886
Turboflange,"Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294790/turboflange,2.0,-1,Boulder,"V2 R",1,35,34.00983,-116.16681
Neoflange,"Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294796/neoflange,2.0,-1,Boulder,"V4 R",1,35,34.00983,-116.16681
"Yabaho Dyno","The Yabo Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106683664/yabaho-dyno,2.0,-1,Boulder,V5,1,15,34.01425,-116.18724
"Free as the Wind","Anvil Boulder > Varnished Wall Boulders > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106648350/free-as-the-wind,1.8,-1,Boulder,V1,1,15,34.09439,-116.15423
"Hard Flake","Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120053/hard-flake,1.8,-1,Boulder,"V0 R",1,25,34.00377,-116.14932
"Uncertain Traverse","Uncertain Traverse Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087613/uncertain-traverse,2.0,-1,Boulder,V4,1,15,33.96674,-116.08751
"No Picnic","Picnic Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106638409/no-picnic,2.0,-1,Boulder,V3,1,15,34.0919,-116.15211
"Oak Blowout","Oak Tree Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106355627/oak-blowout,2.0,-1,Boulder,V2,1,15,34.02389,-116.17714
"PGD Arete","Pabst Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108054737/pgd-arete,2.0,-1,Boulder,V2,1,20,33.95328,-116.08729
"Premium Miniature","Premium Miniature Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106667553/premium-miniature,2.0,-1,Boulder,V0-,1,8,33.94674,-116.07229
"Beaver Hunt","Larry Flynt Memorial Boulder > The Larry Flynt Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106684405/beaver-hunt,2.0,-1,Boulder,V-easy,1,,34.0441,-116.1061
"Try-Tip Sandwich","Picnic Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106638422/try-tip-sandwich,2.0,-1,Boulder,V1,1,15,34.0919,-116.15211
"Little Rascal","Little Rascal Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120222/little-rascal,2.0,-1,Boulder,"V1 PG13",1,10,34.00317,-116.14909
"Big Bud","Big Bud Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117822/big-bud,2.0,-1,Boulder,"V0 R",1,24,34.02006,-116.18312
"The Nostril","Pacifier and The Nostril > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117010/the-nostril,1.8,-1,Boulder,V4,1,12,34.01867,-116.16999
Tosspint,"Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106645492/tosspint,2.0,-1,Boulder,V2,1,18,34.04558,-116.10438
"Burnt Weenie Sandwich","Penguins Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106669179/burnt-weenie-sandwich,2.0,-1,Boulder,V4,1,20,34.01229,-116.17935
"Easy Skanking","Marley Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106634501/easy-skanking,2.0,-1,Boulder,V0,1,12,34.01224,-116.17905
Flatface,"Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106667571/flatface,2.0,-1,Boulder,V4,1,12,34.01273,-116.1793
"Fat Flake","Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106126617/fat-flake,1.8,-1,Boulder,V-easy,1,14,34.01217,-116.16226
Skullsplitter,"Orkney Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106654123/skullsplitter,2.0,-1,Boulder,V0,1,12,34.08071,-116.24614
Unmentionable,"The Unmentionable > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106633624/unmentionable,2.0,-1,Boulder,V3,1,15,34.01177,-116.17506
"Whips, Chains and Lox","Lox Boulder > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106645484/whips-chains-and-lox,2.0,-1,Boulder,V3,1,18,34.04558,-116.10438
"It's Da Oooze","Mullet Bloc > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106643967/its-da-oooze,2.0,-1,Boulder,V1+,1,15,34.04548,-116.10464
Rabicano,"Equine Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106632957/rabicano,2.0,-1,Boulder,V2,1,14,34.01236,-116.17885
"Walk the Line","White Line Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106458184/walk-the-line,2.0,-1,Boulder,V1+,1,12,33.94629,-116.07223
Tanorexia,"Modern Ills Boulder > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106640349/tanorexia,2.0,-1,Boulder,V-easy,1,15,33.9517,-116.07599
Vibrator,"Vibrator Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106096452/vibrator,2.0,-1,Boulder,V2,1,15,33.98805,-116.16103
"Raw Heat","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106688348/raw-heat,2.0,-1,Boulder,V-easy,1,14,34.04538,-116.10349
"Melon Arete","Ladies Helper Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360244/melon-arete,2.0,-1,Boulder,V4,1,15,33.9454,-116.077
Gizmodo,"Gizmo Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106292631/gizmodo,2.0,-1,Boulder,V1+,1,12,34.0206,-116.16207
"Lessons In Flight","Lessons Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724348/lessons-in-flight,2.0,-1,Boulder,V2,1,20,34.0169,-116.0421
"Ship Wrecked","Pac Man Rock > East Virgin Islands > Geology Tour Road > Queen Valley Area > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725254/ship-wrecked,2.0,-1,Boulder,V6,1,15,33.94565,-116.05707
"Shmoo Slab","Piano Rock > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/123503425/shmoo-slab,2.0,-1,Boulder,V0,1,12,34.02807,-116.14776
"Crispy Critter","Piano Rock > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/123503481/crispy-critter,2.0,-1,Boulder,"V0 PG13",1,18,34.02807,-116.14776
"Easy Flake","Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120047/easy-flake,1.6,-1,Boulder,"V-easy R",1,25,34.00377,-116.14932
"Snack Attack","Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106386022/snack-attack,1.6,-1,Boulder,V-easy,1,10,34.01678,-116.16358
"Scratch Arete","Scratch-N-Sniff Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105790173/scratch-arete,1.6,-1,Boulder,V0,1,18,34.07647,-116.24317
"Swinging Richard Direct","Chocolate Boulder 1 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789393/swinging-richard-direct,1.6,-1,Boulder,V2,1,15,34.06259,-116.22631
Torpedo,"Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106318184/torpedo,1.6,-1,Boulder,V0,1,15,34.06269,-116.22639
Coyote,"Sacred Land Boulder > Painted Savage Boulders > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111888491/coyote,1.3,-1,Boulder,V0,1,8,33.98331,-116.15085
Unnamed,"Garden Angel Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118571181/unnamed,1.7,-1,Boulder,V-easy,1,10,33.99739,-116.1469
"Slap Prow","Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111704778/slap-prow,1.7,-1,Boulder,V3,1,10,34.01824,-116.16346
"Christina's Problem","Teflon Boulder > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112482777/christinas-problem,1.7,-1,Boulder,V0,1,10,34.08372,-116.23164
Fluff,"The Rabbit Warren > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107429203/fluff,1.7,-1,Boulder,V-easy,1,12,33.9863,-116.1602
"True at First Light","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356202/true-at-first-light,1.7,-1,Boulder,V0,1,15,34.02395,-116.17707
"Chevron Star","The Real Hall of Horrors > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116175659/chevron-star,1.8,-1,Boulder,"V2 R",1,15,34.00056,-116.14758
Rambler,"The Chosspile > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120298736/rambler,1.8,-1,Boulder,V0,1,9,34.02857,-116.14519
Unnamed,"Zarmog > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109774156/unnamed,1.8,-1,Boulder,V-easy,1,8,33.99782,-116.14701
"Horrors Arete","Horrors Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106125093/horrors-arete,1.8,-1,Boulder,V2,1,15,33.99763,-116.14705
"El Dave","Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106294758/el-dave,1.8,-1,Boulder,V2,1,15,34.01215,-116.16238
"Problem A","In the Shadow of the Slash Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108053553/problem-a,1.8,-1,Boulder,V0,1,7,33.95325,-116.08697
"Intersection Boulder, Right","Intersection Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725290/intersection-boulder-right,1.8,-1,Boulder,V4,1,20,34.01512,-116.1628
Melonizer,"Melon Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106587756/melonizer,1.8,-1,Boulder,V1,1,12,34.01773,-116.1723
